01-07-2016 18:06:03.013 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 0
01-07-2016 18:06:25.348 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 7
01-07-2016 18:06:25.395 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:25.565 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:25.612 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:25.654 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:25.818 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:25.862 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 9
01-07-2016 18:06:25.903 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 9
01-07-2016 18:06:26.089 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.132 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.171 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.337 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.378 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.417 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.617 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.665 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.706 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.914 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.954 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:26.993 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:27.192 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:27.233 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:27.273 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:27.318 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 11
01-07-2016 18:06:27.358 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:27.485 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:27.531 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 4
01-07-2016 18:06:27.650 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 4
01-07-2016 18:06:27.690 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 4
01-07-2016 18:06:27.729 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 4
01-07-2016 18:06:27.933 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 2, CORN: 4
01-07-2016 18:06:27.972 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 2, CORN: 4
01-07-2016 18:06:28.013 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 2, CORN: 4
01-07-2016 18:06:28.178 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 4, CORN: 4
01-07-2016 18:06:28.220 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 1, CORN: 4
01-07-2016 18:06:28.313 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 1, CORN: 4
01-07-2016 18:06:28.352 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 1, CORN: 4
01-07-2016 18:06:28.392 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 1, CORN: 4
01-07-2016 18:06:28.597 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 1, CORN: 6
01-07-2016 18:06:28.640 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 1, CORN: 6
01-07-2016 18:06:28.679 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 1, CORN: 6
01-07-2016 18:06:28.896 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 1, CORN: 6
01-07-2016 18:06:28.939 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 1, CORN: 8
01-07-2016 18:06:28.978 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 1, CORN: 8
01-07-2016 18:06:29.025 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 1, CORN: 8
01-07-2016 18:06:29.067 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:29.571 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:29.618 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:29.658 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:29.864 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:29.907 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:29.946 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:30.112 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:30.153 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:30.193 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:30.405 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 9
01-07-2016 18:06:30.450 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:30.488 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:30.657 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:30.698 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:30.738 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:30.912 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:30.955 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:30.995 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 2, CORN: 11
01-07-2016 18:06:31.160 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 4, CORN: 11
01-07-2016 18:06:31.203 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 4, CORN: 11
01-07-2016 18:06:31.244 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 4, CORN: 11
01-07-2016 18:06:31.287 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 0, SHEEP: 4, CORN: 11
01-07-2016 18:06:31.328 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 10
01-07-2016 18:06:31.489 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 10
01-07-2016 18:06:31.531 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 10
01-07-2016 18:06:31.571 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:31.573 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:31.614 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:31.655 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:31.820 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:31.861 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:31.900 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:32.029 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 5
01-07-2016 18:06:32.071 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:32.157 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 5
01-07-2016 18:06:32.197 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 5
01-07-2016 18:06:32.237 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 5
01-07-2016 18:06:32.411 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 7
01-07-2016 18:06:32.451 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 7
01-07-2016 18:06:32.490 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 7
01-07-2016 18:06:32.709 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:32.750 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:32.792 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:32.996 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.038 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.078 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.278 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.318 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.357 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.567 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.607 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 11
01-07-2016 18:06:33.650 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:33.655 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:33.695 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:33.735 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:33.899 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 4, SHEEP: 0, CORN: 8
01-07-2016 18:06:33.944 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 6, SHEEP: 0, CORN: 8
01-07-2016 18:06:33.987 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 6, SHEEP: 0, CORN: 8
01-07-2016 18:06:34.155 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 10
01-07-2016 18:06:34.199 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 10
01-07-2016 18:06:34.239 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 10
01-07-2016 18:06:34.437 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 10
01-07-2016 18:06:34.480 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 10
01-07-2016 18:06:34.523 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 10
01-07-2016 18:06:35.045 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 8, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.089 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 8, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.133 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 8, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.333 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 8, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.374 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 8, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.415 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 8, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.455 [Thread-5] AIInputHandler:285 handle - Wood: 4, CLay: 0, ORE: 8, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.495 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.660 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.701 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.742 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.787 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 2, CORN: 10
01-07-2016 18:06:35.827 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.009 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.049 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.091 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.130 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.169 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.329 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.373 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.415 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.626 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 6
01-07-2016 18:06:36.678 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:36.719 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:36.932 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 8
01-07-2016 18:06:36.974 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.014 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.213 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 6, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.256 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 8, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.297 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 8, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.340 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 8, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.381 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 1, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.546 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 1, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.587 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 1, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.627 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 1, SHEEP: 0, CORN: 8
01-07-2016 18:06:37.790 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 0, CORN: 10
01-07-2016 18:06:37.830 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 0, CORN: 10
01-07-2016 18:06:37.870 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 0, CORN: 10
01-07-2016 18:06:38.031 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 0, CORN: 10
01-07-2016 18:06:38.071 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 0, CORN: 10
01-07-2016 18:06:38.110 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 0, CORN: 10
01-07-2016 18:06:38.272 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 0, CORN: 10
01-07-2016 18:06:38.313 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 2, CORN: 10
01-07-2016 18:06:38.390 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 2, CORN: 10
01-07-2016 18:06:38.562 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 2, CORN: 10
01-07-2016 18:06:38.620 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 1, SHEEP: 2, CORN: 10
01-07-2016 18:06:38.664 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:38.669 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:38.711 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:38.751 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:38.927 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 4, SHEEP: 0, CORN: 8
01-07-2016 18:06:38.969 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 4, SHEEP: 0, CORN: 8
01-07-2016 18:06:39.010 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 4, SHEEP: 0, CORN: 8
01-07-2016 18:06:39.213 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 4, SHEEP: 0, CORN: 10
01-07-2016 18:06:39.255 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 4, SHEEP: 0, CORN: 10
01-07-2016 18:06:39.298 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 4, SHEEP: 0, CORN: 10
01-07-2016 18:06:39.339 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 4, SHEEP: 0, CORN: 10
01-07-2016 18:06:39.383 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:39.555 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:39.598 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:39.637 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:39.678 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 8
01-07-2016 18:06:39.718 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 4
01-07-2016 18:06:39.878 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 4
01-07-2016 18:06:39.918 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:39.957 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 6
01-07-2016 18:06:40.117 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:40.157 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:40.196 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:40.362 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:40.404 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:40.445 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:40.935 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:40.975 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:41.014 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 2, SHEEP: 0, CORN: 8
01-07-2016 18:06:41.173 [Thread-5] AIInputHandler:285 handle - Wood: 2, CLay: 0, ORE: 4, SHEEP: 0, CORN: 8
01-07-2016 18:06:41.214 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:41.304 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 7
01-07-2016 18:06:41.345 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 9
01-07-2016 18:06:41.385 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 9
01-07-2016 18:06:41.559 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 0, SHEEP: 0, CORN: 9
01-07-2016 18:06:41.599 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 9
01-07-2016 18:06:41.638 [Thread-5] AIInputHandler:285 handle - Wood: 0, CLay: 0, ORE: 2, SHEEP: 0, CORN: 9
